Author;ID;PIDs;Keywords
Henter, Gustav Eje;956;1663462,1471598,1761460,1563826,1499133;gesture generation,neural networks,speech synthesis,piping systems,neural-networks,pipeline systems,research applications,research communities,simple system,single models,state of the art,system level pipelines,text to speech,water pipelines,generative models,machine learning,normalising flows,glow,footstep analysis,data dropout,speech synthesis,prosodic control,neuralhmm,spontaneous speech,creaky voice,statistical robustness,student's t-distribution,outliers,resistant statistics,generalisation,wasp_publications,ccs concepts,computing methodologies,motion capture,animation,neural networks,gestures,motion capture,data-driven animation,character control,probabilistic models,wasp_publications
Székely, Éva;957;1663462,1761460;gesture generation,neural networks,speech synthesis,piping systems,neural-networks,pipeline systems,research applications,research communities,simple system,single models,state of the art,system level pipelines,text to speech,water pipelines,speech synthesis,prosodic control,neuralhmm,spontaneous speech,creaky voice
Wälken, Antonia Sophia;1cc324ec-caf1-4aae-ab55-7b9e7b343f9a;1885511;database integration,real-time systems,ada,communication technology,defense systems,datenbank integration,ada,echtzeitsysteme,kommunikationstechnik,verteidigungssysteme,databas integration,realtidssystem,ada,kommunikationsteknik,försvarssystem
Broström, Andreas;1484;840439,668744;agile,security,testing,vulnerability scanner,detection
Johansson, Ronnie;1d6a1923-2b36-468c-8d6c-df96d379b573;322861,9892;multi-robot systems,sensor management,perception management,data fusion,information fusion,large-scale information acquisition,multi-agent coordination protocol,axiomatic bargaining theory,particle filter tracking,pyro-electric infrared sensor,multi-robot system
Rashid, Zahin Azher;1a9bf0a1-6b68-4826-ab4a-c2672b1a8fd0;1164149;
Aarno, Daniel;4ceb3ec0-9262-4838-957b-cc86eb11becb;11710;robotics,human-machine collaboration,virtual fixture,hidden markov model,machine learning,artificial intelligence
Månsson, Daniel;e50efc98-9499-4975-a5da-40fa8256af4d;676516;
Johansson, Johan;a0c9ffa1-7683-4c98-9a32-50ed1733542e;862394;detector,descriptor,evaluation,ir-image
Meyer, Viktor;5cd575bc-daf1-44b0-ab61-c7f30e05e9d8;1612584;computing methodologies ! ray tracing,information systems ! data access methods,hierarchical data models,beräkningsmetoder ! strålspårning,informationssystem ! dataåtkomstmetoder,hierarkiska datamodeller
Diotallevi, Claudio;958;1530904;digitalization,information management,internet of logistics,shift2rail
van Bunningen, Thomas;959;1530904;digitalization,information management,internet of logistics,shift2rail
Aronsson, Martin;960;1530904;digitalization,information management,internet of logistics,shift2rail
Kordnejad, Behzad;961;1530904;digitalization,information management,internet of logistics,shift2rail
Bergstrand, Jan;962;1530904;digitalization,information management,internet of logistics,shift2rail
Åkerfeldt, Mats;963;1530904;digitalization,information management,internet of logistics,shift2rail
Dovile, Trepkeviciute;116cd858-62d4-4e91-8c51-796fbc69388e;1112935;internet of things,iot,media,over the top television,connected tv,video recommendations,smart things
Haseeb, Abdul;c03bfa3a-2400-41fa-b131-5282d2f04e76;274519;interoperability,incremental learning,unreliable heterogeneous communicating systems,robotics
Belić, Jovana;964;1087783;striatum,fast-spiking interneurons,network oscillations,medium spiny neurons,gabaergic transmission,corticostriatal interactions
Kumar, Arvind;965;1087783;striatum,fast-spiking interneurons,network oscillations,medium spiny neurons,gabaergic transmission,corticostriatal interactions
Hellgren Kotaleski, Jeanette;966;1087783;striatum,fast-spiking interneurons,network oscillations,medium spiny neurons,gabaergic transmission,corticostriatal interactions
Soto Valero, César;969;1687996,1823042;sign language interpretation,machine learning,convolutional neural networks,transfer learning,sbom,software supply chain
Baudry, Benoit;970;1687996,1823042;sign language interpretation,machine learning,convolutional neural networks,transfer learning,sbom,software supply chain
Karlsson, Henrik;971;929771,810979;
Aldor, Edvard;973;1597393;
Helle, Daniel;974;1597393;
Bång, Filippa;b75b4664-c03e-40ca-8e8c-0609102e791f;1458896;
Hensman, Paulina;1546;1189830,811111;video coding,video compression,intra-prediction,ann,cnn,fcn,artificial neural networks,convolutional neural networks,fully connected networks,hevc,videokodning,videokomprimering,intra-prediktion
SIMONSSON, MIKAEL;dffd3213-b06a-4252-bdce-cf58a7ee9789;680626;
Norgren, Eric;975;927039,1278712;machine learning,radar,radar pulses,radar signals,pulseradar,pulse repetition interval,modulation,classification,lstm,long short term memory,feature extraction,saab,ai,artifical intelligence,radar warning receiver,rwr,neural network,maskininlärning,radarpulser,radar signaler,pulsradar,pulsrepetitionsintervall,modulationstyp,modulering,klassificering,lstm,särdrag,artificiell intelligens,radarvarnare,neuralt nätverk
Jonasson, Johan;976;927039;
Manousian, Jonathan;68aeda6e-f648-421c-924f-5f49121a7f07;1692921;cloud,serverless,monolithic,load testing,function as a service,molnet,serverlös,monolitisk,belastningstesning,function as a service
Prüzelius, Pontus;977;1700120;
Morales Sundstedt, Michael;978;1700120;
Nordstedt, Marcus;979;1599563;
Edvardsson, Oskar;980;1599563;
Bauer, Erik;8f0daabf-faa3-4cda-810f-1614531aa5ed;1824005;
Fridsén Skogsberg, Rikard;cc803bf4-d98a-43c8-905a-919dd3e988c0;1749930;multi-objective reinforcement learning,radio resource scheduling,deep q-networks,single-policy,multi-policy,scalarization.,flermåls förstärkningsinlärning,radio resurs schemaläggning,djupa q-nätverk,enskilt mål,flermål
Rostami, Lara;de274bfc-19eb-4eb8-b13e-4fe41e7651fb;1710603;information retrieval,search engine,search algorithm,bm25,short documents,titles,title search,informationssökning,sökmotor,sökalgoritm,bm25,korta dokument,titlar,titelsökning
Pettersson, Christoffer;412;943470;machine learning,unsupervised,natural language processing,nlp,clustering,centroid based,k-means,text clustering,limited data,email clustering,lsa,svd,tf-idf,dimensionality reduction,the gap statistic,lloyd's algorithm,vectorization,feature extraction
Aurell Hansson, Björn;5998e531-ff4c-45c3-8eb8-dedcdb2f7997;1602172;machine learning,transformers,multilingual-t5,question answering,nlp,maskininlärning,transformatormodeller,frågeställning,naturlig språkbehandling.
Nyberg, Per;983;927331;
Widegren, Filip;985;1610282;
Lagerqvist, Arvid;986;1610282;
Westberg, Simon;656637d7-3355-46d0-b6f5-a47eb5eaa6eb;1591962;
Holmér, Viktor;987;927067;nin network in convolutional investigating neural artificial computer vision
Lundmark, Lukas;988;927067;nin network in convolutional investigating neural artificial computer vision
Almqvist, Oscar;989;1464532;
Vickström, Eric;990;1464532;
Muresu, Daniel;50955b87-8238-4747-ba5e-f20df8989ef9;1597972;microservices,security,kubernetes,intrusion detection,security tools,mikrotjänster,säkerhet,kubernetes,upptäcka intrång,säkerhetsverktyg
Nagy, Gábor;991;1463810;
Thai, Kitty;992;1463810;
Lansner, Erik;d2cfb380-ce1f-4fa7-b1f9-da0fbf44fc24;1609454;
Dahlin, Fredrik;a3fbf92f-e113-47ca-976b-14473049fac2;953677;eye tracking,user behavior,web applications,machine learning,hidden markov model,restricted boltzmann machine
Sundström, Alex;1001;1239808,926622;machine learning unit test software defect prediction continuous integration
Gruneau, Joar;f12ab50e-4b35-4382-96a9-b812b6aba135;1233056;segment,gans,satellite imagery analysis,unet,generative adversarial network,vehicle detection,connected component,weighted loss
Elmdahl, Kalle;993;1773921;event stream processing,data management,distributed systems,eventströmshantering,data hantering,distribuerade system
Nilsson, Hampus;994;1773921;event stream processing,data management,distributed systems,eventströmshantering,data hantering,distribuerade system
Liu, Xindi;363418f6-069e-48a9-ac2c-b3580e2be475;1596759,1871793;bayesian,phylogenetic inference,variational inference,subsplit bayesian networks,gene tree,species tree,gene duplication and loss,reconciliation,bayesiansk,fylogenetisk inferens,variationsinferens,subsplit bayesianska nätverk,genträd,artträd,genduplikation och förlust,försoning
Hedenmalm, Victoria;995;1217973;alzheimer's disease,mild cognitive impairment,machine learning,microbiota,gut flora,bile acids,adni,classification,metabolomics,alzheimers sjukdom,mild kognitiv störning,maskininlärning,tarmflora,gallsyra,adni,klassificering
Westberg-Bladh, Alexander;996;1217973;alzheimer's disease,mild cognitive impairment,machine learning,microbiota,gut flora,bile acids,adni,classification,metabolomics,alzheimers sjukdom,mild kognitiv störning,maskininlärning,tarmflora,gallsyra,adni,klassificering
Johansson, Gustaf;997;1700117;multi-agent games,imperfect information,strategy synthesis,structural conditions,fleragentsspel,ofullständig information,strategisyntes,strukturella villkor
Bergmark, Gustaf;998;1700117;multi-agent games,imperfect information,strategy synthesis,structural conditions,fleragentsspel,ofullständig information,strategisyntes,strukturella villkor
Pitz, Tobias Steffen;e77fa00a-147f-49c7-801c-664dbd89f704;1789912;sustainability,venture capital,sustainability impact assessment,start-ups,impact investing,hållbarhet,riskkapital,konsekvensbedömning av hållbarhet,nystartade företag,investeringar med påverkan
HEDIN, ROBERT;f3354c0f-0016-420f-9faf-3c114a74146b;762848;
Jönsson, Andreas;999;928014;
Cserhalmi, Daniel;1000;928014;
Hörberg, Eric;728520f3-76ca-4085-b44d-b49a2c94ba60;770315,669120;
Ähdel, Victor;1002;926622,1238488;machine learning,deep learning,computer vision,keypoints,interest points,features,homography
Liljeström, Alfred;1003;1906601;iterated prisoner’s dilemma (ipd),game theory,noise,number of rounds,zero-deterministic strategies,iterativt prisoner’s dilemma (ipd),spelteori,noise,antal omgångar,zero-deterministiska strategier
Mörsell, Martin;1004;1906601;iterated prisoner’s dilemma (ipd),game theory,noise,number of rounds,zero-deterministic strategies,iterativt prisoner’s dilemma (ipd),spelteori,noise,antal omgångar,zero-deterministiska strategier
Xiang, Ziyi;35a4b676-400e-498c-90e9-0ed6dcc2afea;1656591;java program repair,roberta,neural machine translation architecture,reparation av java­program,roberta,neural maskinöversättningsarkitektu
Nilsson, Martin;be094744-8f14-4017-85aa-aeaa445c322c;1596767;
Hakimzadeh, Kamal;1005;1333347,1333336;cloud computing,distributed systems,configuration management,orchestration,cloud computing,functional programming,elasticity,auto-scaling,feedback control loop
Dowling, Jim;1006;1333347,1333336,1260838,1941571,1941572;cloud computing,distributed systems,configuration management,orchestration,cloud computing,functional programming,elasticity,auto-scaling,feedback control loop,ablation studies,deep learning,feature ablation,model ablation,large language models
Andersson, Måns;1718;1799790,1463776;cryptography,audit log,tamper-evident,merkle tree,kryptografi,granskningslogg,manipuleringsupptäckbarhet,merkle träd
Pettersson, Isak;f14d75d8-da66-42fa-ad04-019ce6b040dc;1704893;active learning,classification,language models,natural language processing,swedish,transformers,toxic text,aktiv inlärning,klassificering,språkmodeller,språkteknologi,svenska,transformer nätverk,toxisk text
Tällberg, Kajsa;89eeefbf-47a2-444b-8c9d-ffdcee599a88;1903663;human-robot interaction,collaborative robots,laboratory automation,teaching robots,user-centred design,robot interfaces,människa-robot-interaktion,samarbetsrobotar,labbautomation,lära robotar,användarcentrerad design,robotgränssnitt
Norman, Pontus;8766ce61-187e-45a9-8db9-bdf4e8ad455a;1896705;key information extraction,receipts,machine learning,multimodal language models,nyckelinformationsextraktion,kvitton,maskininlärning,multimodala språkmodeller
Liliequist, Erik;1007;943456;knowledge base,back-end implementation,possible front-end implementations and uses
Jonsson, Martin;1008;943456;knowledge base,back-end implementation,possible front-end implementations and uses
Nycander, Martin;2de1267e-c44c-4ed0-a1fc-640d16379dc9;701680;
Loiko, Alex;1009;1054689;
Sjöbergh, Jonas;05781a0f-a898-43d6-a463-b642c95ea136;10439;computer science
Zhu, Di;62c7f385-14b9-49f7-b267-4333e439f0bb;1149023;etl,spark,aws,large scale data warehouse,etl,spark,aws,storskaliga datalager
Chien, Wei Der;300fb87c-cd75-4ade-8e3b-17b5605e79c1;1650639;hpc,i/o,parallel i/o,mpi,object storage,tensorflow,data-centric,artificial intelligence,machine learning
Djurfeldt, Mikael;1f53cc60-0c4c-49d6-9312-1697e8c739cb;221070;
Aksjonova, Jevgenija;21e17a8c-cfdc-49e2-bd52-a879fcf25b30;1241818;visual odometry,deep learning,key-points,detector,descriptor
GHADIRZADEH, ALI;365;699647;
Shokri-Ghadikolaei, Hossein;1010;1355470;machine learning,optimization,non-convex,data compression
Ghauch, Hadi;1011;1355470;machine learning,optimization,non-convex,data compression
Fischione, Carlo;1012;1355470,676156;machine learning,optimization,non-convex,data compression,cross-layer interaction,expected transmission counts,ieee 802.15.4 macs,medium access control(mac),network lifetime,reliability constraints,routing approach,routing metrics,low power electronics,medium access control,standards,network routing
Vidimlić, Haris;f7b10a3d-5920-4bc9-ac09-fe5d41e342f0;1783232;serious games,energy literacy,physicalization of data,game mechanics,thematic analysis,serious games,energy literacy,fysikalisering av data,spelmekanismer,tematisk analys
Leskelä, Hannes;1014;769994;
Binz, Marcel;3b377228-76b6-4db3-a5b9-3cb0f76eb93e;1136420;hierarchical reinforcement learning,options,deep neural networks
Engström, Felix;1015;930599;
Pleaner, Eli;1016;930599;
Aalto, Erik;e527cd75-7b7f-47a1-9d70-f29c15a84b7d;850112;playlist generation,machine learning,music recommendation
Rickli, Manuel;9bdd7957-bf63-414b-a25e-ea152cb30611;1643829;
Frösslund, Lukas;d3922409-69cf-45cf-826d-eb704914645a;1606449;
Brandão, Eric;1017;1605986;sound absorption,in-situ measurement,convolutional neural networks,finite size effect,delany– bazley–miki model
Nolan, Mélanie;1018;1605986;sound absorption,in-situ measurement,convolutional neural networks,finite size effect,delany– bazley–miki model
Andén, Joakim;1019;1605986;sound absorption,in-situ measurement,convolutional neural networks,finite size effect,delany– bazley–miki model
Cuenca, Jacques;1020;1605986,1707141;sound absorption,in-situ measurement,convolutional neural networks,finite size effect,delany– bazley–miki model,eigenfrequencies,room acoustics,machine learning
Svensson, U. Peter;1021;1605986,1707141;sound absorption,in-situ measurement,convolutional neural networks,finite size effect,delany– bazley–miki model,eigenfrequencies,room acoustics,machine learning
